study,Age,QL00_A,QL00_M,QL00_L,QL00_U,QL15_A,QL15_M,QL15_L,QL15_U,QL35_A,QL35_M,QL35_L,QL35_U
van Wijck et al. 2016,89,0.05192077364004517,0.05171846976871683,0.0442364705998195,0.06069817903668495,0.05165837378871625,0.05145813643019405,0.04404827341722863,0.06035028835903558,0.05131321461502601,0.05111596345610683,0.043811711685566766,0.05989328305583626
van Wijck et al. 2016,90,0.051678480578350096,0.051465367901754266,0.04380066925034126,0.06072961054044268,0.051415923966725924,0.051210198239286284,0.04361461770895861,0.0603782485381379,0.051070587796394895,0.050867964149044265,0.043378374044210306,0.05989701094383561
van Wijck et al. 2016,91,0.05147758311340916,0.05125658141755003,0.043404516434551815,0.06071284336119362,0.05121463327420494,0.050994778230217266,0.043220617695443095,0.06036053825146868,0.05086880953364755,0.050651794396708444,0.04298799518294429,0.05987959815080693
van Wijck et al. 2016,92,0.05131363539151731,0.051080273726638765,0.043043514921921044,0.06077201398959243,0.05105007737718601,0.05081760035547147,0.042861191544673195,0.06039747568578909,0.05070348387423387,0.050474989905513634,0.0426307808160738,0.059912002586173116
van Wijck et al. 2016,93,0.051185220397551245,0.05094181370203889,0.04271590907803308,0.060846733711602215,0.05092084368448992,0.05067531070636216,0.04253518318242757,0.060468208281490146,0.050573204123261196,0.05032245259500172,0.04230502647308106,0.059971566839496095
van Wijck et al. 2016,94,0.051090885464715206,0.05085381424389128,0.042482110440380604,0.06091937024197933,0.05082548428933727,0.050592190029903346,0.042289063394345495,0.060544890948394395,0.0504765287117237,0.050248148996949064,0.042035061908000104,0.06005340612410798
van Wijck et al. 2016,95,0.0510291416231379,0.05078825260778045,0.042303278462617104,0.061025193007096655,0.05076251533185583,0.0505294748108472,0.042103499904699436,0.06065847847621878,0.05041198057705596,0.05018038774657324,0.041842484448955095,0.060175836424846973
van Wijck et al. 2016,96,0.05099846293798091,0.05073056950452204,0.042172039720937596,0.06119776878323432,0.050730416351574936,0.050465730149269694,0.041972320966555586,0.060825994700058963,0.050378046534279367,0.0501244315046716,0.04170942023018135,0.06033808926105241
van Wijck et al. 2016,97,0.050997285836908914,0.050712901121154966,0.04198952726637516,0.061446410123481114,0.0507276296297711,0.05044858160434065,0.04181539304277435,0.061029691456782505,0.050373176637623515,0.05010555531703986,0.04158584740111457,0.06053365219313209
van Wijck et al. 2016,98,0.05102400842677158,0.050732295625500884,0.041862072800638896,0.06180339640668178,0.050752559521529385,0.05046040142993598,0.04167132104022461,0.06137909004111882,0.050395783532504894,0.050110341857535906,0.04142009008218476,0.06082315993967439
van Wijck et al. 2016,99,0.05107698979934833,0.05075163736846758,0.04176660536617839,0.06207771666145288,0.050803571777386466,0.05048986219528929,0.04157597152448472,0.06167075931162771,0.05044424179774729,0.05013481550757435,0.041324901969755884,0.06112000829404856
